 NPM(K)    PM(M)      WS(M)     CPU(s)      Id  SI ProcessName
      7     2,00       6,04       0,00    5148   0 esif_uf
     14     6,62      13,90       0,62    4804   1 ETDCtrl
      9     1,87       6,88       0,00    3004   0 ETDService
     85    73,39     137,05      13,97    9308   1 explorer
     12     7,77      12,99       0,00    1080   1 fontdrvhost
      5     1,51       3,50       0,00    1088   0 fontdrvhost
     11     1,78       1,24       0,00    9268   0 GoogleCrashHandler
     10     1,82       1,08       0,00    9276   0 GoogleCrashHandler64
      9     1,79       6,52       0,00    2624   0 ibmpmsvc
      0     0,06       0,01       0,00       0   0 Idle
     10     1,90       8,82       0,00    2092   0 igfxCUIService
     14     3,64      13,64       0,27    9256   1 igfxEM
     23    27,12      21,63       0,00    4480   0 IntelAudioService
      8     1,39       7,12       0,00    1844   0 IntelCpHDCPSvc
      7     1,40       6,78       0,00    1968   0 IntelCpHeciSvc
     10     1,56       7,61       0,00    5516   0 jhi_service
     63    47,11      64,68       0,00    4472   0 Lenovo.Modern.ImController
     49    29,09      48,97       2,80   12480   1 Lenovo.Modern.ImController.PluginHost.CompanionApp
     29    32,38      44,42       0,78    1832   1 Lenovo.Modern.ImController.PluginHost.Device
     37    25,48      41,97       2,55    2316   1 Lenovo.Modern.ImController.PluginHost.Device
     32    27,32      42,96       0,00    6020   0 Lenovo.Modern.ImController.PluginHost.Device
     36    34,05      50,32       0,00   11352   0 Lenovo.Modern.ImController.PluginHost.Device
     42    45,23      69,21       0,00   12692   0 Lenovo.Modern.ImController.PluginHost.Device
     41    41,25      59,93       3,20    8312   1 Lenovo.Modern.ImController.PluginHost.SettingsApp
      8     1,42       6,04       0,00    2616   0 LITSSvc
     13     3,38      12,27       0,00    4508   0 LMS
      6     0,94       3,05       0,00    1016   0 LsaIso
     27     7,61      21,07       0,00      88   0 lsass
      0     0,07       1,79       0,00    2764   0 MemoryCompression
      8     1,27       5,59       0,00    4552   0 mosquitto
     14     3,17      13,58       0,00    9128   0 MoUsoCoreWorker
      8     2,14       6,29       0,00    5320   0 MpCmdRun
      7     1,82       5,80       0,00   10804   0 MpCopyAccelerator
     89   326,26     295,94       0,00    4968   0 MsMpEng
     13     4,61      10,78       0,00    7544   0 NisSrv
     25    15,06      35,91       0,00    4588   0 OfficeClickToRun
     31    42,36      54,82       0,00    4452   0 OneApp.IGCC.WinService
     10     2,06       8,17       0,42   12312   1 OpenConsole
     22     4,16       7,60       0,42    7880   1 PowerMgr
     58    43,09      78,11       0,81    4848   1 pwsh
     17    18,76     109,43       0,00     128   0 Registry
      8     1,42       6,85       0,00    4808   0 RstMwService
      9     2,14       9,45       0,08    3084   1 RuntimeBroker
     17     5,89      23,03       1,98    9644   1 RuntimeBroker
     29    11,84      38,77       1,38   10724   1 RuntimeBroker
     19     4,72      20,79       2,91   11576   1 RuntimeBroker
     14     3,78      14,74       0,77   12012   1 RuntimeBroker
     14     2,98      15,04       0,19   12264   1 RuntimeBroker
     16     6,43      24,87       0,38   12776   1 RuntimeBroker
     12     3,04      16,52       0,75   13896   1 RuntimeBroker
      7     1,70       6,83       0,00   14720   1 RuntimeBroker
    171   185,05     272,51      10,64   10524   1 SearchApp
